ejection_fraction,hazard_ratio,lower_95,upper_95,reference_ejection_fraction
52.979865771812086,1.021450947187296,0.7095869001115768,1.4703795086208096,40
53.42281879194631,1.021027809423843,0.7018603862340799,1.4853349869345158,40
53.86577181208054,1.0205395129836135,0.6935487535598046,1.5016981750959526,40
54.308724832214764,1.01998723980438,0.6846234966294081,1.5196293648783725,40
54.751677852349,1.0193721816363626,0.6750676290429524,1.5392822881571788,40
55.19463087248322,1.0186955393338795,0.6648757256733062,1.5608038642226627,40
55.63758389261745,1.0179585221573397,0.6540535616335093,1.584334393416848,40
56.08053691275168,1.017162347085975,0.642617390597855,1.6100081564348854,40
56.52348993288591,1.016308238141679,0.6305929300058578,1.637954353381426,40
56.966442953020135,1.0153974257243068,0.6180141351069947,1.6682983019296962,40
57.40939597315437,1.0144311459587585,0.6049218475081664,1.7011628099236533,40
57.852348993288594,1.013410640054168,0.5913623984746079,1.7366696428858184,40
58.29530201342282,1.012337153675474,0.5773862354068597,1.7749410184494756,40
58.73825503355705,1.0112119363276593,0.5630466246593117,1.816101074738275,40
59.18120805369128,1.0100362407529007,0.5483984678300464,1.8602772755200558,40
59.624161073825505,1.0088113223408655,0.5334972537968897,1.9076017296062395,40
60.06711409395973,1.007538438552377,0.5183981562772625,1.9582124142772277,40
60.510067114093964,1.0062188483566334,0.5031552770345472,2.012254302002743,40
60.95302013422819,1.0048538116821737,0.4878210280166904,2.0698803964179384,40
61.395973154362416,1.0034445888817403,0.47244564135682704,2.131252687746898,40
61.83892617449665,1.0019924402111977,0.4570767938095833,2.1965430401147183,40
62.281879194630875,1.0004986253226178,0.44175933133400475,2.2659340239620542,40
62.7248322147651,0.9989644027716624,0.4265350797055211,2.3396197065289743,40
63.167785234899334,0.9973910295393479,0.41144272786650593,2.417806412484031,40
63.61073825503356,0.9957797605682747,0.39651777191864196,2.5007134655262404,40
64.05369127516778,0.9941318483133951,0.38179250901343786,2.5885739203862226,40
64.49664429530202,0.992448542307358,0.3672960717713245,2.6816352932334766,40
64.93959731543625,0.990731088740484,0.3530544951691378,2.7801602971424417,40
65.38255033557047,0.9889807300553791,0.3390908090332053,2.8844275880243404,40
65.82550335570471,0.9871987045562088,0.3254251503398379,2.994732525312606,40
66.26845637583892,0.9853862460326255,0.3120748904528347,3.1113879506977486,40
66.71140939597316,0.983544583398335,0.29905477322503515,3.2347249873329296,40
67.15436241610739,0.9816749403442776,0.286377060569683,3.3650938611594947,40
67.59731543624162,0.9797785350063852,0.27405168268145996,3.5028647453154345,40
68.04026845637584,0.9778565796478638,0.2620863905709516,3.648428627970887,40
68.48322147651007,0.9759102803559481,0.25048690898355286,3.802198203367827,40
68.92617449664431,0.9739408367530504,0.2392570881167071,3.9646087853101935,40
69.36912751677852,0.9719494417222372,0.22839905283854592,4.136119241842748,40
69.81208053691276,0.9699372811469327,0.21791334835545018,4.317212949360724,40
70.25503355704699,0.9679055336647638,0.20779908148344842,4.50839876389681,40
70.69798657718121,0.9658553704354386,0.19805405685479646,4.710212006830628,40
71.14093959731544,0.9637879549225425,0.1886749075417802,4.923215461749115,40
71.58389261744966,0.9617044426891432,0.17965721970875984,5.148000378650743,40
72.0268456375839,0.9596059812070653,0.1709956510141696,5.3851874811252864,40
72.46979865771812,0.9574937096797169,0.16268404257925806,5.635427971551499,40
72.91275167785236,0.9553687588783163,0.1547155244220231,5.8994045287337125,40
73.35570469798658,0.9532322509913866,0.14708261432487751,6.177832291742292,40
73.79865771812081,0.9510852994873653,0.13977731016448408,6.471459823032218,40
74.24161073825503,0.9489290089901731,0.13279117578324473,6.7810700431849815,40
74.68456375838926,0.9467644751675918,0.12611542052506183,7.107481128854018,40
75.1275167785235,0.9445927846322835,0.11974097259412642,7.451547364691595,40
75.57046979865771,0.9424150148552946,0.11365854642539568,7.814159939197141,40
76.01342281879195,0.9402322340918692,0.1078587042797223,8.196247673555526,40
76.45637583892618,0.9380455013194081,0.10233191229594324,8.59877767163023,40
76.8993288590604,0.9358558661874026,0.09706859124708005,9.02275587834618,40
77.34228187919464,0.9336643689791629,0.09205916225870385,9.46922753274175,40
77.78523489932886,0.9314720405851761,0.0872940877548561,9.939277500997145,40
78.2281879194631,0.9292799024879093,0.08276390790112782,10.434030473761258,40
78.67114093959732,0.9270889667578873,0.07845927281595978,10.954651011108703,40
79.11409395973155,0.924900236060865,0.07437097082025038,11.50234341747381,40
79.55704697986577,0.9227147036759157,0.07048995299231327,12.07835142793436,40
80,0.9205333535242702,0.06680735429036712,12.683957686269613,40
